----------------------------- MORE -----------------------------

| Naziv : More 392 | P = 535 | S = 268 | MSV = 2 | kTezine = 572437 |
| Naziv : Planina 110 | P = 279 | H = 659 | kTezine = 196.014 |
| Naziv : Planina 100 | P = 254 | H = 854 | kTezine = 195.773 |
| Naziv : Planina 226 | P = 306 | H = 540 | kTezine = 195.319 |
| Naziv : Planina 574 | P = 711 | H = 269 | kTezine = 195.162 |
| Naziv : Planina 30 | P = 672 | H = 271 | kTezine = 193.12 |
| Naziv : Planina 743 | P = 266 | H = 701 | kTezine = 192.829 |
| Naziv : Planina 417 | P = 623 | H = 279 | kTezine = 192.702 |
| Naziv : Planina 631 | P = 263 | H = 717 | kTezine = 192.419 |
| Naziv : Planina 223 | P = 380 | H = 388 | kTezine = 191.979 |
| Naziv : Planina 679 | P = 805 | H = 252 | kTezine = 191.921 |
| Naziv : Planina 61 | P = 287 | H = 571 | kTezine = 190.999 |
| Naziv : Planina 629 | P = 569 | H = 287 | kTezine = 190.775 |
| Naziv : Planina 352 | P = 235 | H = 990 | kTezine = 189.918 |
| Naziv : Planina 251 | P = 359 | H = 403 | kTezine = 189.865 |
| Naziv : Planina 717 | P = 633 | H = 271 | kTezine = 189.76 |
| Naziv : Planina 86 | P = 242 | H = 879 | kTezine = 189.757 |
| Naziv : Planina 322 | P = 256 | H = 725 | kTezine = 189.195 |
| Naziv : Planina 138 | P = 420 | H = 340 | kTezine = 187.895 |
| Naziv : Planina 230 | P = 388 | H = 364 | kTezine = 187.809 |
| Naziv : Planina 312 | P = 368 | H = 382 | kTezine = 187.435 |
| Naziv : Planina 143 | P = 853 | H = 240 | kTezine = 187.301 |
| Naziv : Planina 772 | P = 293 | H = 518 | kTezine = 187.144 |
| Naziv : Planina 462 | P = 700 | H = 255 | kTezine = 186.911 |
| Naziv : Planina 528 | P = 837 | H = 240 | kTezine = 186.518 |
| Naziv : Planina 287 | P = 339 | H = 414 | kTezine = 186.382 |
| Naziv : Planina 580 | P = 300 | H = 485 | kTezine = 185.35 |
| Naziv : Planina 68 | P = 253 | H = 692 | kTezine = 185.266 |
| Naziv : Planina 483 | P = 274 | H = 556 | kTezine = 183.547 |
| Naziv : Planina 90 | P = 478 | H = 294 | kTezine = 182.036 |
| Naziv : Planina 410 | P = 291 | H = 483 | kTezine = 181.593 |
| Naziv : Planina 688 | P = 324 | H = 412 | kTezine = 181.37 |
| Naziv : Planina 683 | P = 222 | H = 987 | kTezine = 181.236 |
| Naziv : Planina 497 | P = 655 | H = 250 | kTezine = 180.939 |
| Naziv : Planina 405 | P = 590 | H = 260 | kTezine = 180.471 |
| Naziv : Planina 164 | P = 244 | H = 693 | kTezine = 180.461 |
| Naziv : Planina 78 | P = 250 | H = 644 | kTezine = 180.089 |
| Naziv : Planina 458 | P = 609 | H = 255 | kTezine = 179.74 |
| Naziv : Planina 485 | P = 264 | H = 560 | kTezine = 179.417 |
| Naziv : Planina 133 | P = 261 | H = 573 | kTezine = 179.32 |
| Naziv : Planina 515 | P = 298 | H = 444 | kTezine = 178.318 |
| Naziv : Planina 355 | P = 297 | H = 446 | kTezine = 178.28 |
| Naziv : Planina 237 | P = 626 | H = 249 | kTezine = 178.142 |
| Naziv : Planina 581 | P = 580 | H = 257 | kTezine = 178.088 |
| Naziv : Planina 183 | P = 782 | H = 230 | kTezine = 177.727 |
| Naziv : Planina 101 | P = 346 | H = 365 | kTezine = 177.623 |
| Naziv : Planina 215 | P = 813 | H = 227 | kTezine = 177.453 |
| Naziv : Planina 659 | P = 385 | H = 329 | kTezine = 177.402 |
| Naziv : Planina 633 | P = 926 | H = 217 | kTezine = 175.802 |
| Naziv : Planina 686 | P = 280 | H = 469 | kTezine = 175.327 |
| Naziv : Planina 660 | P = 502 | H = 269 | kTezine = 175.147 |
| Naziv : Planina 654 | P = 336 | H = 365 | kTezine = 174.95 |
| Naziv : Planina 317 | P = 938 | H = 215 | kTezine = 174.909 |
| Naziv : Planina 741 | P = 245 | H = 598 | kTezine = 173.796 |
| Naziv : Planina 16 | P = 235 | H = 645 | kTezine = 172.244 |
| Naziv : Planina 674 | P = 447 | H = 280 | kTezine = 172.16 |
| Naziv : Planina 662 | P = 503 | H = 261 | kTezine = 171.836 |
| Naziv : Planina 122 | P = 297 | H = 405 | kTezine = 171.346 |
| Naziv : Planina 74 | P = 214 | H = 835 | kTezine = 170.343 |
| Naziv : Planina 621 | P = 712 | H = 223 | kTezine = 169.814 |
| Naziv : Planina 694 | P = 522 | H = 251 | kTezine = 169.498 |
| Naziv : Planina 505 | P = 222 | H = 701 | kTezine = 168.605 |
| Naziv : Planina 521 | P = 681 | H = 224 | kTezine = 168.557 |
| Naziv : Planina 238 | P = 751 | H = 217 | kTezine = 168.354 |
| Naziv : Planina 277 | P = 234 | H = 591 | kTezine = 167.629 |
| Naziv : Planina 346 | P = 212 | H = 794 | kTezine = 167.324 |
| Naziv : Planina 514 | P = 241 | H = 536 | kTezine = 166.25 |
| Naziv : Planina 197 | P = 213 | H = 756 | kTezine = 166.18 |
| Naziv : Planina 445 | P = 367 | H = 302 | kTezine = 165.671 |
| Naziv : Planina 348 | P = 890 | H = 203 | kTezine = 165.297 |
| Naziv : Planina 388 | P = 410 | H = 276 | kTezine = 164.956 |
| Naziv : Planina 95 | P = 201 | H = 909 | kTezine = 164.603 |
| Naziv : Planina 511 | P = 342 | H = 317 | kTezine = 164.513 |
| Naziv : Planina 367 | P = 376 | H = 291 | kTezine = 164.042 |
| Naziv : Planina 436 | P = 364 | H = 294 | kTezine = 162.638 |
| Naziv : Planina 152 | P = 219 | H = 624 | kTezine = 162.107 |
| Naziv : Planina 87 | P = 687 | H = 212 | kTezine = 162.007 |
| Naziv : Planina 548 | P = 895 | H = 197 | kTezine = 161.461 |
| Naziv : Planina 762 | P = 405 | H = 268 | kTezine = 161.278 |
| Naziv : Planina 60 | P = 326 | H = 319 | kTezine = 161.231 |
| Naziv : Planina 453 | P = 929 | H = 195 | kTezine = 161.17 |
| Naziv : Planina 31 | P = 195 | H = 928 | kTezine = 161.14 |
| Naziv : Planina 323 | P = 641 | H = 213 | kTezine = 159.875 |
| Naziv : Planina 510 | P = 433 | H = 253 | kTezine = 159.692 |
| Naziv : Planina 698 | P = 194 | H = 902 | kTezine = 159.661 |
| Naziv : Planina 563 | P = 407 | H = 262 | kTezine = 159.393 |
| Naziv : Planina 760 | P = 517 | H = 230 | kTezine = 159.183 |
| Naziv : Planina 327 | P = 647 | H = 211 | kTezine = 159.111 |
| Naziv : Planina 299 | P = 880 | H = 193 | kTezine = 158.285 |
| Naziv : Planina 619 | P = 815 | H = 196 | kTezine = 158.002 |
| Naziv : Planina 622 | P = 264 | H = 392 | kTezine = 157.756 |
| Naziv : Planina 354 | P = 926 | H = 190 | kTezine = 157.652 |
| Naziv : Planina 455 | P = 199 | H = 758 | kTezine = 157.62 |
| Naziv : Planina 313 | P = 204 | H = 690 | kTezine = 157.45 |
| Naziv : Planina 370 | P = 217 | H = 571 | kTezine = 157.242 |
| Naziv : Planina 395 | P = 185 | H = 995 | kTezine = 155.996 |
| Naziv : Planina 268 | P = 815 | H = 192 | kTezine = 155.392 |
| Naziv : Planina 377 | P = 938 | H = 185 | kTezine = 154.524 |
| Naziv : Planina 441 | P = 183 | H = 973 | kTezine = 154.03 |
| Naziv : Planina 738 | P = 374 | H = 261 | kTezine = 153.723 |
| Naziv : Planina 744 | P = 267 | H = 361 | kTezine = 153.482 |
| Naziv : Planina 644 | P = 427 | H = 239 | kTezine = 153.233 |
| Naziv : Planina 104 | P = 857 | H = 186 | kTezine = 152.83 |
| Naziv : Planina 341 | P = 187 | H = 826 | kTezine = 152.48 |
| Naziv : Planina 141 | P = 202 | H = 607 | kTezine = 151.562 |
| Naziv : Planina 579 | P = 255 | H = 370 | kTezine = 150.96 |
| Naziv : Planina 56 | P = 293 | H = 310 | kTezine = 150.63 |
| Naziv : Planina 21 | P = 194 | H = 666 | kTezine = 150.237 |
| Naziv : Planina 398 | P = 190 | H = 709 | kTezine = 149.844 |
| Naziv : Planina 722 | P = 299 | H = 300 | kTezine = 149.75 |
| Naziv : Planina 627 | P = 528 | H = 207 | kTezine = 148.702 |
| Naziv : Planina 337 | P = 846 | H = 179 | kTezine = 147.74 |
| Naziv : Planina 729 | P = 306 | H = 283 | kTezine = 147.025 |
| Naziv : Planina 154 | P = 611 | H = 192 | kTezine = 146.092 |
| Naziv : Planina 496 | P = 880 | H = 175 | kTezine = 145.972 |
| Naziv : Planina 225 | P = 298 | H = 286 | kTezine = 145.938 |
| Naziv : Planina 364 | P = 250 | H = 347 | kTezine = 145.31 |
| Naziv : Planina 57 | P = 259 | H = 331 | kTezine = 145.303 |
| Naziv : Planina 554 | P = 181 | H = 736 | kTezine = 145.274 |
| Naziv : Planina 176 | P = 185 | H = 671 | kTezine = 145.018 |
| Naziv : Planina 76 | P = 318 | H = 266 | kTezine = 144.842 |
| Naziv : Planina 448 | P = 189 | H = 604 | kTezine = 143.955 |
| Naziv : Planina 117 | P = 575 | H = 192 | kTezine = 143.937 |
| Naziv : Planina 273 | P = 514 | H = 198 | kTezine = 142.938 |
| Naziv : Planina 64 | P = 742 | H = 176 | kTezine = 142.257 |
| Naziv : Planina 228 | P = 164 | H = 939 | kTezine = 139.616 |
| Naziv : Planina 232 | P = 333 | H = 240 | kTezine = 139.476 |
| Naziv : Planina 440 | P = 582 | H = 181 | kTezine = 138.063 |
| Naziv : Planina 603 | P = 373 | H = 218 | kTezine = 137.587 |
| Naziv : Planina 433 | P = 164 | H = 852 | kTezine = 137.528 |
| Naziv : Planina 728 | P = 198 | H = 449 | kTezine = 137.406 |
| Naziv : Planina 47 | P = 338 | H = 231 | kTezine = 137.22 |
| Naziv : Planina 115 | P = 168 | H = 728 | kTezine = 136.5 |
| Naziv : Planina 673 | P = 193 | H = 462 | kTezine = 136.131 |
| Naziv : Planina 216 | P = 289 | H = 257 | kTezine = 136.031 |
| Naziv : Planina 651 | P = 563 | H = 179 | kTezine = 135.818 |
| Naziv : Planina 412 | P = 810 | H = 163 | kTezine = 135.694 |
| Naziv : Planina 583 | P = 373 | H = 211 | kTezine = 134.765 |
| Naziv : Planina 749 | P = 183 | H = 504 | kTezine = 134.253 |
| Naziv : Planina 587 | P = 583 | H = 173 | kTezine = 133.411 |
| Naziv : Planina 291 | P = 159 | H = 794 | kTezine = 132.472 |
| Naziv : Planina 85 | P = 255 | H = 273 | kTezine = 131.847 |
| Naziv : Planina 416 | P = 179 | H = 499 | kTezine = 131.742 |
| Naziv : Planina 219 | P = 241 | H = 289 | kTezine = 131.413 |
| Naziv : Planina 435 | P = 157 | H = 793 | kTezine = 131.054 |
| Naziv : Planina 279 | P = 933 | H = 152 | kTezine = 130.706 |
| Naziv : Planina 467 | P = 226 | H = 309 | kTezine = 130.531 |
| Naziv : Planina 586 | P = 150 | H = 976 | kTezine = 130.018 |
| Naziv : Planina 373 | P = 781 | H = 155 | kTezine = 129.332 |
| Naziv : Planina 490 | P = 291 | H = 232 | kTezine = 129.086 |
| Naziv : Planina 533 | P = 190 | H = 400 | kTezine = 128.814 |
| Naziv : Planina 386 | P = 347 | H = 204 | kTezine = 128.472 |
| Naziv : Planina 766 | P = 578 | H = 165 | kTezine = 128.358 |
| Naziv : Planina 29 | P = 308 | H = 218 | kTezine = 127.65 |
| Naziv : Planina 590 | P = 275 | H = 236 | kTezine = 127.006 |
| Naziv : Planina 758 | P = 221 | H = 298 | kTezine = 126.894 |
| Naziv : Planina 618 | P = 154 | H = 712 | kTezine = 126.614 |
| Naziv : Planina 39 | P = 150 | H = 794 | kTezine = 126.165 |
| Naziv : Planina 168 | P = 625 | H = 158 | kTezine = 126.118 |
| Naziv : Planina 641 | P = 941 | H = 144 | kTezine = 124.888 |
| Naziv : Planina 754 | P = 259 | H = 241 | kTezine = 124.838 |
| Naziv : Planina 668 | P = 849 | H = 146 | kTezine = 124.577 |
| Naziv : Planina 178 | P = 154 | H = 650 | kTezine = 124.502 |
| Naziv : Planina 568 | P = 798 | H = 145 | kTezine = 122.704 |
| Naziv : Planina 306 | P = 715 | H = 148 | kTezine = 122.619 |
| Naziv : Planina 289 | P = 221 | H = 275 | kTezine = 122.53 |
| Naziv : Planina 589 | P = 191 | H = 340 | kTezine = 122.298 |
| Naziv : Planina 530 | P = 858 | H = 142 | kTezine = 121.836 |
| Naziv : Planina 564 | P = 791 | H = 144 | kTezine = 121.822 |
| Naziv : Planina 244 | P = 398 | H = 175 | kTezine = 121.553 |
| Naziv : Planina 243 | P = 142 | H = 838 | kTezine = 121.424 |
| Naziv : Planina 297 | P = 148 | H = 669 | kTezine = 121.19 |
| Naziv : Planina 356 | P = 257 | H = 227 | kTezine = 120.535 |
| Naziv : Planina 305 | P = 171 | H = 404 | kTezine = 120.146 |
| Naziv : Planina 765 | P = 566 | H = 152 | kTezine = 119.822 |
| Naziv : Planina 611 | P = 139 | H = 854 | kTezine = 119.543 |
| Naziv : Planina 428 | P = 390 | H = 172 | kTezine = 119.359 |
| Naziv : Planina 434 | P = 190 | H = 319 | kTezine = 119.077 |
| Naziv : Planina 582 | P = 620 | H = 145 | kTezine = 117.516 |
| Naziv : Planina 52 | P = 262 | H = 213 | kTezine = 117.486 |
| Naziv : Planina 158 | P = 554 | H = 149 | kTezine = 117.42 |
| Naziv : Planina 3 | P = 446 | H = 159 | kTezine = 117.213 |
| Naziv : Planina 663 | P = 140 | H = 702 | kTezine = 116.722 |
| Naziv : Planina 14 | P = 211 | H = 260 | kTezine = 116.476 |
| Naziv : Planina 524 | P = 360 | H = 172 | kTezine = 116.391 |
| Naziv : Planina 474 | P = 257 | H = 210 | kTezine = 115.567 |
| Naziv : Planina 431 | P = 153 | H = 470 | kTezine = 115.425 |
| Naziv : Planina 421 | P = 243 | H = 218 | kTezine = 114.911 |
| Naziv : Planina 776 | P = 134 | H = 780 | kTezine = 114.354 |
| Naziv : Planina 65 | P = 138 | H = 656 | kTezine = 114.015 |
| Naziv : Planina 166 | P = 733 | H = 135 | kTezine = 114.003 |
| Naziv : Planina 512 | P = 951 | H = 129 | kTezine = 113.592 |
| Naziv : Planina 136 | P = 132 | H = 805 | kTezine = 113.404 |
| Naziv : Planina 292 | P = 151 | H = 454 | kTezine = 113.312 |
| Naziv : Planina 473 | P = 131 | H = 774 | kTezine = 112.038 |
| Naziv : Planina 326 | P = 129 | H = 835 | kTezine = 111.738 |
| Naziv : Planina 692 | P = 133 | H = 688 | kTezine = 111.454 |
| Naziv : Planina 721 | P = 347 | H = 164 | kTezine = 111.366 |
| Naziv : Planina 665 | P = 144 | H = 488 | kTezine = 111.19 |
| Naziv : Planina 316 | P = 979 | H = 125 | kTezine = 110.847 |
| Naziv : Planina 730 | P = 438 | H = 147 | kTezine = 110.062 |
| Naziv : Planina 523 | P = 812 | H = 127 | kTezine = 109.823 |
| Naziv : Planina 476 | P = 276 | H = 182 | kTezine = 109.677 |
| Naziv : Planina 731 | P = 578 | H = 135 | kTezine = 109.439 |
| Naziv : Planina 19 | P = 663 | H = 131 | kTezine = 109.387 |
| Naziv : Planina 393 | P = 301 | H = 171 | kTezine = 109.049 |
| Naziv : Planina 335 | P = 208 | H = 226 | kTezine = 108.313 |
| Naziv : Planina 752 | P = 127 | H = 691 | kTezine = 107.282 |
| Naziv : Planina 615 | P = 714 | H = 125 | kTezine = 106.377 |
| Naziv : Planina 626 | P = 120 | H = 825 | kTezine = 104.762 |
| Naziv : Planina 108 | P = 879 | H = 117 | kTezine = 103.256 |
| Naziv : Planina 562 | P = 194 | H = 220 | kTezine = 103.092 |
| Naziv : Planina 224 | P = 463 | H = 130 | kTezine = 101.501 |
| Naziv : Planina 320 | P = 195 | H = 207 | kTezine = 100.41 |
| Naziv : Planina 262 | P = 501 | H = 124 | kTezine = 99.3984 |
| Naziv : Planina 288 | P = 354 | H = 134 | kTezine = 97.2049 |
| Naziv : Planina 360 | P = 144 | H = 296 | kTezine = 96.8727 |
| Naziv : Planina 711 | P = 121 | H = 483 | kTezine = 96.7599 |
| Naziv : Planina 189 | P = 782 | H = 110 | kTezine = 96.435 |
| Naziv : Planina 723 | P = 138 | H = 320 | kTezine = 96.4192 |
| Naziv : Planina 387 | P = 378 | H = 128 | kTezine = 95.6206 |
| Naziv : Planina 661 | P = 166 | H = 224 | kTezine = 95.3436 |
| Naziv : Planina 481 | P = 116 | H = 521 | kTezine = 94.876 |
| Naziv : Planina 427 | P = 553 | H = 114 | kTezine = 94.5157 |
| Naziv : Planina 682 | P = 148 | H = 257 | kTezine = 93.916 |
| Naziv : Planina 361 | P = 838 | H = 105 | kTezine = 93.3086 |
| Naziv : Planina 383 | P = 933 | H = 103 | kTezine = 92.7597 |
| Naziv : Planina 647 | P = 152 | H = 236 | kTezine = 92.4536 |
| Naziv : Planina 610 | P = 579 | H = 110 | kTezine = 92.4383 |
| Naziv : Planina 359 | P = 900 | H = 103 | kTezine = 92.4227 |
| Naziv : Planina 677 | P = 470 | H = 114 | kTezine = 91.7466 |
| Naziv : Planina 638 | P = 839 | H = 103 | kTezine = 91.7378 |
| Naziv : Planina 500 | P = 315 | H = 129 | kTezine = 91.5203 |
| Naziv : Planina 255 | P = 129 | H = 295 | kTezine = 89.7524 |
| Naziv : Planina 363 | P = 101 | H = 784 | kTezine = 89.4734 |
| Naziv : Planina 177 | P = 821 | H = 100 | kTezine = 89.1422 |
| Naziv : Planina 207 | P = 101 | H = 756 | kTezine = 89.0968 |
| Naziv : Planina 161 | P = 620 | H = 104 | kTezine = 89.0608 |
| Naziv : Planina 93 | P = 182 | H = 173 | kTezine = 88.693 |
| Naziv : Planina 349 | P = 264 | H = 133 | kTezine = 88.4433 |
| Naziv : Planina 48 | P = 220 | H = 147 | kTezine = 88.1199 |
| Naziv : Planina 465 | P = 246 | H = 137 | kTezine = 87.9948 |
| Naziv : Planina 450 | P = 108 | H = 452 | kTezine = 87.1714 |
| Naziv : Planina 345 | P = 927 | H = 95 | kTezine = 86.1693 |
| Naziv : Planina 175 | P = 125 | H = 277 | kTezine = 86.1318 |
| Naziv : Planina 595 | P = 102 | H = 550 | kTezine = 86.0429 |
| Naziv : Planina 41 | P = 192 | H = 155 | kTezine = 85.7637 |
| Naziv : Planina 392 | P = 419 | H = 107 | kTezine = 85.2338 |
| Naziv : Planina 309 | P = 686 | H = 97 | kTezine = 84.9834 |
| Naziv : Planina 608 | P = 138 | H = 219 | kTezine = 84.6555 |
| Naziv : Planina 314 | P = 163 | H = 169 | kTezine = 82.9729 |
| Naziv : Planina 761 | P = 304 | H = 114 | kTezine = 82.9091 |
| Naziv : Planina 605 | P = 821 | H = 92 | kTezine = 82.7295 |
| Naziv : Planina 724 | P = 204 | H = 138 | kTezine = 82.3158 |
| Naziv : Planina 466 | P = 413 | H = 102 | kTezine = 81.7981 |
| Naziv : Planina 239 | P = 90 | H = 828 | kTezine = 81.1765 |
| Naziv : Planina 696 | P = 112 | H = 284 | kTezine = 80.3232 |
| Naziv : Planina 588 | P = 693 | H = 90 | kTezine = 79.6552 |
| Naziv : Planina 447 | P = 86 | H = 721 | kTezine = 76.8352 |
| Naziv : Planina 555 | P = 883 | H = 84 | kTezine = 76.7032 |
| Naziv : Planina 624 | P = 769 | H = 85 | kTezine = 76.5398 |
| Naziv : Planina 208 | P = 92 | H = 452 | kTezine = 76.4412 |
| Naziv : Planina 206 | P = 653 | H = 86 | kTezine = 75.9919 |
| Naziv : Planina 185 | P = 747 | H = 84 | kTezine = 75.509 |
| Naziv : Planina 192 | P = 87 | H = 554 | kTezine = 75.1919 |
| Naziv : Planina 715 | P = 104 | H = 266 | kTezine = 74.7676 |
| Naziv : Planina 36 | P = 416 | H = 91 | kTezine = 74.6667 |
| Naziv : Planina 194 | P = 980 | H = 80 | kTezine = 73.9623 |
| Naziv : Planina 763 | P = 88 | H = 459 | kTezine = 73.8428 |
| Naziv : Planina 452 | P = 88 | H = 445 | kTezine = 73.4709 |
| Naziv : Planina 506 | P = 538 | H = 85 | kTezine = 73.4029 |
| Naziv : Planina 432 | P = 765 | H = 79 | kTezine = 71.6055 |
| Naziv : Planina 2 | P = 78 | H = 792 | kTezine = 71.0069 |
| Naziv : Planina 140 | P = 764 | H = 78 | kTezine = 70.7743 |
| Naziv : Planina 188 | P = 172 | H = 120 | kTezine = 70.6849 |
| Naziv : Planina 272 | P = 82 | H = 478 | kTezine = 69.9929 |
| Naziv : Planina 210 | P = 676 | H = 77 | kTezine = 69.1262 |
| Naziv : Planina 81 | P = 877 | H = 75 | kTezine = 69.0914 |
| Naziv : Planina 33 | P = 112 | H = 180 | kTezine = 69.0411 |
| Naziv : Planina 598 | P = 91 | H = 279 | kTezine = 68.6189 |
| Naziv : Planina 311 | P = 419 | H = 80 | kTezine = 67.1743 |
| Naziv : Planina 775 | P = 103 | H = 190 | kTezine = 66.7918 |
| Naziv : Planina 147 | P = 288 | H = 86 | kTezine = 66.2246 |
| Naziv : Planina 559 | P = 100 | H = 195 | kTezine = 66.1017 |
| Naziv : Planina 233 | P = 275 | H = 87 | kTezine = 66.0912 |
| Naziv : Planina 302 | P = 783 | H = 72 | kTezine = 65.9368 |
| Naziv : Planina 751 | P = 175 | H = 105 | kTezine = 65.625 |
| Naziv : Planina 459 | P = 85 | H = 275 | kTezine = 64.9306 |
| Naziv : Planina 769 | P = 114 | H = 147 | kTezine = 64.2069 |
| Naziv : Planina 426 | P = 94 | H = 198 | kTezine = 63.7397 |
| Naziv : Planina 156 | P = 493 | H = 72 | kTezine = 62.8248 |
| Naziv : Planina 89 | P = 710 | H = 67 | kTezine = 61.2227 |
| Naziv : Planina 423 | P = 81 | H = 231 | kTezine = 59.9712 |
| Naziv : Planina 213 | P = 569 | H = 67 | kTezine = 59.9418 |
| Naziv : Planina 270 | P = 66 | H = 649 | kTezine = 59.9077 |
| Naziv : Planina 295 | P = 64 | H = 918 | kTezine = 59.8289 |
| Naziv : Planina 442 | P = 340 | H = 72 | kTezine = 59.4175 |
| Naziv : Planina 702 | P = 73 | H = 306 | kTezine = 58.9393 |
| Naziv : Planina 9 | P = 402 | H = 69 | kTezine = 58.8917 |
| Naziv : Planina 538 | P = 84 | H = 191 | kTezine = 58.3418 |
| Naziv : Planina 114 | P = 756 | H = 63 | kTezine = 58.1538 |
| Naziv : Planina 267 | P = 75 | H = 221 | kTezine = 55.9966 |
| Naziv : Planina 690 | P = 80 | H = 184 | kTezine = 55.7576 |
| Naziv : Planina 571 | P = 68 | H = 301 | kTezine = 55.4688 |
| Naziv : Planina 643 | P = 101 | H = 118 | kTezine = 54.4201 |
| Naziv : Planina 84 | P = 370 | H = 62 | kTezine = 53.1019 |
| Naziv : Planina 672 | P = 696 | H = 57 | kTezine = 52.6853 |
| Naziv : Planina 613 | P = 57 | H = 692 | kTezine = 52.6622 |
| Naziv : Planina 20 | P = 61 | H = 370 | kTezine = 52.3666 |
| Naziv : Planina 235 | P = 216 | H = 69 | kTezine = 52.2947 |
| Naziv : Planina 236 | P = 58 | H = 360 | kTezine = 49.9522 |
| Naziv : Planina 256 | P = 54 | H = 451 | kTezine = 48.2257 |
| Naziv : Planina 362 | P = 56 | H = 330 | kTezine = 47.8756 |
| Naziv : Planina 80 | P = 92 | H = 99 | kTezine = 47.6859 |
| Naziv : Planina 172 | P = 143 | H = 71 | kTezine = 47.4439 |
| Naziv : Planina 116 | P = 50 | H = 911 | kTezine = 47.3985 |
| Naziv : Planina 15 | P = 659 | H = 51 | kTezine = 47.3366 |
| Naziv : Planina 446 | P = 53 | H = 408 | kTezine = 46.9067 |
| Naziv : Planina 205 | P = 68 | H = 150 | kTezine = 46.789 |
| Naziv : Planina 623 | P = 923 | H = 49 | kTezine = 46.5298 |
| Naziv : Planina 600 | P = 49 | H = 829 | kTezine = 46.2654 |
| Naziv : Planina 614 | P = 62 | H = 168 | kTezine = 45.287 |
| Naziv : Planina 495 | P = 563 | H = 49 | kTezine = 45.0768 |
| Naziv : Planina 503 | P = 702 | H = 48 | kTezine = 44.928 |
| Naziv : Planina 118 | P = 51 | H = 368 | kTezine = 44.7924 |
| Naziv : Planina 252 | P = 47 | H = 840 | kTezine = 44.5096 |
| Naziv : Planina 293 | P = 835 | H = 47 | kTezine = 44.4955 |
| Naziv : Planina 331 | P = 124 | H = 69 | kTezine = 44.3316 |
| Naziv : Planina 135 | P = 108 | H = 75 | kTezine = 44.2623 |
| Naziv : Planina 112 | P = 52 | H = 277 | kTezine = 43.7812 |
| Naziv : Planina 482 | P = 59 | H = 163 | kTezine = 43.3198 |
| Naziv : Planina 286 | P = 77 | H = 99 | kTezine = 43.3125 |
| Naziv : Planina 125 | P = 45 | H = 777 | kTezine = 42.5365 |
